,nature_score
455,14.270034790039062
456,13.55472469329834
457,16.920557022094727
458,17.028284072875977
459,17.266477584838867
460,18.033615112304688
461,16.80365562438965
462,17.864665985107422
463,19.498937606811523
464,14.070659637451172
465,16.260305404663086
466,15.488363265991211
467,12.910221099853516
468,16.5220890045166
469,12.998425483703613
470,18.11318588256836
471,14.061399459838867
472,13.998109817504883
473,15.5467529296875
474,16.48594856262207
475,18.919267654418945
476,14.958719253540039
477,14.439641952514648
478,14.06144905090332
479,17.216644287109375
480,14.72829818725586
481,16.01483154296875
482,20.682300567626953
483,17.562442779541016
484,17.631155014038086
485,11.9716215133667
486,11.943328857421875
487,15.223388671875
488,12.577757835388184
489,18.617616653442383
490,16.32204246520996
491,18.238178253173828
492,12.571136474609375
493,14.525690078735352
494,19.324108123779297
495,19.748369216918945
496,20.43667221069336
497,16.288288116455078
498,16.52186393737793
499,14.396953582763672
500,16.93528175354004
501,13.010330200195312
502,9.614025115966797
503,19.760425567626953
504,16.118106842041016
505,17.892545700073242
506,14.46347713470459
507,15.264156341552734
508,15.069395065307617
509,14.066463470458984
510,18.083847045898438
511,16.621944427490234
512,15.890826225280762
513,16.458471298217773
514,18.455053329467773
515,15.143671035766602
516,19.565053939819336
517,14.945962905883789
518,16.8842716217041
519,15.587557792663574
520,15.127705574035645
521,16.36973762512207
522,13.258247375488281
523,16.351829528808594
524,18.388174057006836
525,18.459346771240234
526,15.97164249420166
527,14.03225326538086
528,13.467801094055176
529,13.901629447937012
530,14.975168228149414
531,16.401071548461914
532,17.584524154663086
533,17.078012466430664
534,14.829821586608887
535,11.362640380859375
536,17.943471908569336
537,19.065006256103516
538,15.798934936523438
539,15.34037971496582
540,17.28252410888672
541,15.480548858642578
542,18.24712562561035
543,15.060495376586914
544,14.295047760009766
545,14.59820556640625
546,18.101512908935547
547,15.949281692504883
548,17.951025009155273
549,18.20692253112793
550,18.818954467773438
551,15.469215393066406
552,15.194954872131348
553,15.87785530090332
554,18.309120178222656
555,15.223685264587402
556,16.413236618041992
557,15.805719375610352
558,20.13435935974121
559,15.90697956085205
560,15.876630783081055
561,16.93447494506836
562,14.749866485595703
563,14.993115425109863
564,13.966511726379395
565,13.988460540771484
566,18.28835678100586
567,13.346820831298828
568,14.77678394317627
569,16.477825164794922
570,15.136289596557617
571,18.921083450317383
572,16.302827835083008
573,14.933362007141113
574,17.584304809570312
575,16.516794204711914
576,13.302841186523438
577,13.286736488342285
578,15.393468856811523
579,14.205324172973633
580,13.32308292388916
581,17.078012466430664
582,17.212610244750977
583,17.600704193115234
584,18.2502498626709
585,18.034523010253906
586,14.551223754882812
587,13.875229835510254
588,18.794527053833008
589,12.349349975585938
590,14.92344856262207
591,19.127975463867188
592,12.613102912902832
593,16.17143440246582
594,14.371944427490234
595,11.257675170898438
596,15.399616241455078
597,15.282876968383789
598,15.43513298034668
599,15.289934158325195
600,17.729829788208008
601,14.643268585205078
602,15.033890724182129
603,17.67658233642578
604,16.720401763916016
605,16.3054141998291
606,19.069534301757812
607,17.268144607543945
608,15.29338264465332
609,14.708681106567383
610,12.540186882019043
611,18.69428062438965
612,19.51119613647461
613,15.446878433227539
614,15.71749210357666
615,10.879673957824707
616,16.68524932861328
617,17.59459114074707
618,16.438404083251953
619,14.545018196105957
620,14.618148803710938
621,16.92124366760254
622,18.285158157348633
623,13.154321670532227
624,15.717714309692383
625,17.06937026977539
626,18.100215911865234
627,13.518165588378906
628,15.408714294433594
629,16.26468276977539
630,17.201889038085938
631,16.08781623840332
632,14.146474838256836
633,19.69357681274414
634,14.760356903076172
635,17.41322135925293
636,16.819734573364258
637,14.726367950439453
638,15.713935852050781
639,15.915796279907227
640,18.980236053466797
641,12.739572525024414
642,12.286611557006836
643,18.464920043945312
644,10.112003326416016
645,17.845394134521484
646,16.23615074157715
647,18.866289138793945
648,16.10637664794922
649,14.674359321594238
650,14.887044906616211
651,19.490530014038086
652,18.2645263671875
653,10.980498313903809
654,15.85048770904541
655,17.283294677734375
656,13.971405982971191
657,17.15610122680664
658,20.244762420654297
659,15.40373420715332
660,17.550100326538086
661,18.798152923583984
662,13.931358337402344
663,14.649584770202637
664,15.935400009155273
665,17.994375228881836
666,8.890703201293945
667,16.548778533935547
668,16.345905303955078
669,18.373764038085938
670,15.410894393920898
671,14.267586708068848
672,18.39105987548828
673,19.366680145263672
674,16.74220085144043
675,17.760770797729492
676,14.938798904418945
677,12.368104934692383
678,18.045808792114258
679,17.895971298217773
680,20.096263885498047
681,13.85307502746582
682,16.066850662231445
683,19.906089782714844
684,16.621631622314453
685,16.276222229003906
686,17.88837242126465
687,17.413297653198242
688,14.516593933105469
689,16.266342163085938
690,17.426773071289062
691,18.346752166748047
692,19.941801071166992
693,20.811786651611328
694,16.32836151123047
695,14.638038635253906
696,19.072185516357422
697,17.55945587158203
698,12.594451904296875
699,18.91090202331543
700,15.731189727783203
701,18.719623565673828
702,10.877972602844238
703,16.252790451049805
704,13.61667251586914
705,19.49563980102539
706,19.8814754486084
707,16.663827896118164
708,13.664981842041016
709,14.861082077026367
710,15.09406852722168
711,13.685101509094238
712,17.516157150268555
713,19.176206588745117
714,15.206249237060547
715,16.2996883392334
716,16.790451049804688
717,17.83262062072754
718,18.756860733032227
719,16.22076416015625
720,19.764780044555664
721,17.46446418762207
722,13.594539642333984
723,14.687529563903809
724,15.25222110748291
725,17.578800201416016
726,18.76258087158203
727,13.143932342529297
728,13.91586685180664
729,14.76659870147705
730,17.128217697143555
731,18.82213592529297
732,18.74325942993164
733,13.211944580078125
734,19.378170013427734
735,18.278396606445312
736,20.982805252075195
737,18.31951332092285
738,15.341175079345703
739,20.666526794433594
740,19.285558700561523
741,16.56060218811035
742,16.176006317138672
743,17.298097610473633
744,14.692883491516113
745,14.682618141174316
746,18.467632293701172
747,16.441864013671875
748,15.344321250915527
749,17.455659866333008
750,14.787065505981445
751,17.344758987426758
752,12.340631484985352
753,14.204431533813477
754,15.672819137573242
755,12.670747756958008
756,15.657432556152344
757,15.341835021972656
758,17.843355178833008
759,20.73738670349121
760,16.584972381591797
761,15.52214241027832
762,20.298721313476562
763,12.315905570983887
764,15.417807579040527
765,19.431638717651367
766,15.526015281677246
767,14.003114700317383
768,17.44849967956543
769,17.598590850830078
770,18.9270076751709
771,19.534170150756836
772,20.484251022338867
773,14.973283767700195
774,18.140600204467773
775,16.550207138061523
776,19.830705642700195
777,16.25034523010254
778,20.406139373779297
779,17.86391830444336
780,14.045934677124023
781,17.83484649658203
782,15.243522644042969
783,14.380352020263672
784,17.10951805114746
785,19.90542221069336
786,16.645280838012695
787,17.54469871520996
788,17.239980697631836
789,17.921123504638672
790,17.69582176208496
791,18.171592712402344
792,14.748281478881836
793,17.752954483032227
794,14.940526008605957
795,16.113765716552734
796,14.356234550476074
797,14.477137565612793
798,14.13321304321289
799,15.346696853637695
800,13.290672302246094
801,17.929519653320312
802,17.795881271362305
803,19.384912490844727
804,15.99156379699707
805,18.651826858520508
806,13.734003067016602
807,15.245637893676758
808,20.03847312927246
809,14.120749473571777
810,17.80139923095703
811,18.84578514099121
812,13.788854598999023
813,16.219335556030273
814,17.720579147338867
815,14.221731185913086
816,20.577341079711914
817,20.211488723754883
818,17.82548713684082
819,13.774710655212402
820,14.939231872558594
821,17.496957778930664
822,19.345945358276367
823,18.378198623657227
824,14.210500717163086
825,14.571496963500977
826,19.612205505371094
827,17.248815536499023
828,8.891998291015625
829,14.086827278137207
830,16.441848754882812
831,10.948776245117188
832,18.336544036865234
833,16.095521926879883
834,13.027740478515625
835,19.00056266784668
836,12.887385368347168
837,19.108169555664062
838,18.235931396484375
839,14.376224517822266
840,17.905153274536133
841,14.238755226135254
842,17.623228073120117
843,19.246917724609375
844,19.20237159729004
845,17.71734619140625
846,17.62701988220215
847,18.34271812438965
848,11.23898983001709
849,17.15144157409668
850,19.51605987548828
851,15.632607460021973
852,17.930116653442383
853,14.803853988647461
854,15.824140548706055
855,14.278223037719727
856,14.092716217041016
857,14.372650146484375
858,12.427291870117188
859,18.38239860534668
860,12.889150619506836
861,18.150846481323242
862,12.646354675292969
863,18.113752365112305
864,19.702791213989258
865,15.480558395385742
866,15.498270034790039
867,17.357446670532227
868,18.739826202392578
869,15.25541877746582
870,19.632787704467773
871,15.941068649291992
872,17.2015323638916
873,19.407569885253906
874,14.941917419433594
875,17.63700294494629
876,14.376909255981445
877,14.6663236618042
878,14.050917625427246
879,18.49824333190918
880,8.395299911499023
881,18.183687210083008
882,16.810102462768555
883,20.990205764770508
884,16.7735652923584
885,14.937887191772461
886,19.354045867919922
887,18.808462142944336
888,19.472932815551758
889,14.305270195007324
890,14.784173965454102
891,18.413278579711914
892,11.262421607971191
893,13.930256843566895
894,11.834915161132812
895,15.560911178588867
896,13.477951049804688
897,16.01887321472168
898,18.048490524291992
899,19.334699630737305
900,17.770599365234375
901,15.325146675109863
902,15.99435043334961
903,15.93277359008789
904,14.634849548339844
905,15.981521606445312
906,17.053152084350586
907,16.10411834716797
908,21.088476181030273
909,16.417219161987305
910,12.61182689666748
911,18.86099624633789
912,17.68419075012207
913,15.372435569763184
914,14.10417366027832
915,15.426651000976562
916,17.17347526550293
917,13.87443733215332
918,13.380329132080078
919,19.638154983520508
920,16.18193817138672
921,18.261856079101562
922,17.040451049804688
923,15.80157470703125
924,15.74269962310791
925,15.213249206542969
926,17.525548934936523
927,18.2164363861084
928,21.479021072387695
929,16.903295516967773
930,18.187089920043945
931,15.500720977783203
932,15.762288093566895
933,21.476146697998047
934,18.023366928100586
935,20.575206756591797
936,16.860002517700195
937,20.59080696105957
938,19.004419326782227
939,20.07619857788086
940,17.215038299560547
941,16.42146873474121
942,18.63264274597168
943,20.92807388305664
944,14.242403984069824
945,21.200525283813477
946,14.064233779907227
947,17.12989616394043
948,17.235109329223633
949,17.367538452148438
950,19.079526901245117
951,19.708345413208008
952,19.205602645874023
953,19.555892944335938
954,14.297727584838867
955,19.406129837036133
956,19.5806941986084
957,13.806755065917969
958,16.018428802490234
959,16.418224334716797
960,20.517990112304688
961,15.96822452545166
962,14.785675048828125
963,19.139894485473633
964,12.814696311950684
965,17.499862670898438
966,16.253047943115234
967,17.186939239501953
968,17.740318298339844
969,15.484601020812988
970,17.669330596923828
971,16.835634231567383
972,15.837506294250488
973,15.98967170715332
974,16.470626831054688
975,15.27992057800293
976,14.893502235412598
977,14.038536071777344
978,10.968067169189453
979,14.967947006225586
980,14.528238296508789
981,12.685154914855957
982,16.83401870727539
983,13.359102249145508
984,16.810590744018555
985,14.240547180175781
986,14.604156494140625
987,14.618188858032227
988,15.084439277648926
989,14.701739311218262
990,15.946435928344727
991,13.702754974365234
992,14.844449043273926
993,15.756121635437012
994,16.952823638916016
995,16.983230590820312
996,11.673752784729004
997,16.843738555908203
998,14.997653007507324
999,18.002582550048828
1000,16.799150466918945
1001,16.349241256713867
1002,10.868143081665039
1003,18.3303279876709
1004,15.182239532470703
1005,15.34993839263916
1006,16.31500244140625
1007,17.743608474731445
1008,19.521743774414062
1009,18.06513214111328
1010,16.3360538482666
1011,11.924135208129883
1012,19.402647018432617
1013,19.105571746826172
1014,14.553089141845703
1015,13.370394706726074
1016,17.5655574798584
1017,19.953630447387695
1018,17.383041381835938
1019,19.070165634155273
1020,14.106454849243164
1021,18.16627311706543
1022,18.25706672668457
1023,18.533607482910156
1024,16.28721046447754
1025,15.035771369934082
1026,20.156335830688477
1027,16.315996170043945
1028,18.99065589904785
1029,15.921442985534668
1030,17.343530654907227
1031,17.544336318969727
1032,15.490021705627441
1033,15.95052719116211
1034,13.63001823425293
1035,15.22645092010498
1036,12.688498497009277
1037,14.740086555480957
1038,17.94745445251465
1039,13.739048957824707
1040,19.991891860961914
1041,16.537424087524414
1042,14.665922164916992
1043,12.952607154846191
1044,17.059301376342773
1045,18.70374298095703
1046,16.29718589782715
1047,17.772985458374023
1048,17.260059356689453
1049,17.36287498474121
1050,18.02936553955078
1051,17.355854034423828
1052,13.316568374633789
1053,11.956881523132324
1054,17.523183822631836
1055,17.100996017456055
1056,19.14271354675293
1057,15.742000579833984
1058,10.828739166259766
1059,15.294635772705078
1060,16.913217544555664
1061,16.413694381713867
1062,17.798847198486328
1063,17.961824417114258
1064,15.36069393157959
1065,11.994379043579102
1066,14.407706260681152
1067,17.918115615844727
1068,16.508785247802734
1069,15.431985855102539
1070,10.431476593017578
1071,15.50617790222168
1072,15.587238311767578
1073,19.65176773071289
1074,11.829633712768555
1075,17.0010986328125
1076,14.303791999816895
1077,19.02252960205078
1078,18.752288818359375
1079,17.998714447021484
1080,17.794206619262695
1081,15.49486255645752
1082,16.29578971862793
1083,16.3663387298584
1084,18.024076461791992
1085,16.684345245361328
1086,16.623756408691406
1087,12.566361427307129
1088,17.867277145385742
1089,17.075361251831055
1090,14.280105590820312
1091,19.189340591430664
1092,18.276853561401367
1093,16.02394676208496
1094,16.907310485839844
1095,18.426313400268555
1096,16.39388084411621
1097,19.16329574584961
1098,19.021848678588867
1099,18.015274047851562
1100,17.23445701599121
1101,18.967206954956055
1102,15.324737548828125
1103,13.678777694702148
1104,19.502180099487305
1105,16.276185989379883
1106,19.807538986206055
1107,14.83615779876709
1108,16.326467514038086
1109,16.671567916870117
1110,10.65249252319336
1111,18.33121681213379
1112,19.43660545349121
1113,15.786551475524902
1114,17.031959533691406
1115,15.835002899169922
1116,19.849945068359375
1117,18.722158432006836
1118,12.678275108337402
1119,10.13490104675293
1120,15.74245834350586
1121,19.404512405395508
1122,14.798365592956543
1123,13.813425064086914
1124,20.1179141998291
1125,16.99519157409668
1126,16.810720443725586
1127,21.015172958374023
1128,19.28905487060547
1129,15.214332580566406
1130,18.384326934814453
1131,18.410688400268555
1132,10.862075805664062
1133,14.685750961303711
1134,13.507577896118164
1135,15.499894142150879
1136,16.803150177001953
1137,19.320798873901367
1138,13.124686241149902
1139,12.09440803527832
1140,17.46750831604004
1141,15.585259437561035
1142,17.29686164855957
1143,16.933870315551758
1144,17.479433059692383
1145,19.683542251586914
1146,16.806364059448242
1147,15.417118072509766
1148,15.57835865020752
1149,17.230825424194336
1150,14.792170524597168
1151,12.28104305267334
1152,19.512714385986328
1153,15.923256874084473
1154,16.795534133911133
1155,15.176963806152344
1156,16.891870498657227
1157,13.432943344116211
1158,15.985182762145996
1159,14.722349166870117
1160,18.36625099182129
1161,13.2112398147583
1162,15.683960914611816
1163,14.3944091796875
1164,18.65476417541504
1165,17.69364356994629
1166,16.082670211791992
1167,14.794169425964355
1168,13.759501457214355
1169,15.972607612609863
1170,17.306520462036133
1171,13.114826202392578
1172,20.075441360473633
1173,15.685897827148438
1174,15.062724113464355
1175,17.067350387573242
1176,19.04827117919922
1177,11.323888778686523
1178,14.91059398651123
1179,15.113404273986816
1180,16.320037841796875
1181,10.984176635742188
1182,17.223453521728516
1183,14.322571754455566
1184,14.222293853759766
1185,15.999040603637695
1186,18.10284996032715
1187,12.568624496459961
1188,15.98162841796875
1189,15.901456832885742
1190,21.196077346801758
1191,18.14012336730957
1192,14.034868240356445
1193,15.760719299316406
1194,17.102846145629883
1195,15.970739364624023
1196,18.33880615234375
1197,14.668869972229004
1198,16.156024932861328
1199,16.798187255859375
1200,15.750381469726562
1201,18.002132415771484
1202,14.203702926635742
1203,19.72878074645996
1204,15.527390480041504
1205,16.19098663330078
1206,17.595067977905273
1207,19.26418113708496
1208,12.726887702941895
1209,18.68717384338379
1210,17.804853439331055
1211,14.863059043884277
1212,17.04005241394043
1213,18.682449340820312
1214,20.24639320373535
1215,14.868709564208984
1216,16.5982666015625
1217,18.57464027404785
1218,19.82432746887207
1219,19.13506507873535
1220,15.969099998474121
1221,16.533506393432617
1222,14.648530960083008
1223,16.027494430541992
1224,13.988754272460938
1225,16.088523864746094
1226,20.64151954650879
1227,17.801647186279297
1228,15.366039276123047
1229,21.503324508666992
1230,12.021214485168457
1231,13.507200241088867
1232,13.733235359191895
1233,14.166101455688477
1234,13.683846473693848
1235,15.696428298950195
1236,17.168720245361328
1237,18.47389793395996
1238,20.572546005249023
1239,18.314241409301758
1240,18.1673526763916
1241,18.32854461669922
1242,15.457793235778809
1243,15.724845886230469
1244,13.749977111816406
1245,17.298200607299805
1246,16.47905158996582
1247,13.483811378479004
1248,12.506354331970215
1249,11.19543170928955
1250,17.876949310302734
1251,14.91482162475586
1252,12.464703559875488
1253,15.024913787841797
1254,13.219695091247559
1255,13.259876251220703
1256,20.00830078125
1257,11.347460746765137
1258,16.793779373168945
1259,16.7293758392334
1260,15.888483047485352
1261,15.233893394470215
1262,15.76991081237793
1263,12.526071548461914
1264,13.537626266479492
1265,19.725736618041992
1266,10.19646167755127
1267,18.437471389770508
1268,12.646903991699219
1269,17.919382095336914
1270,15.436073303222656
1271,15.087955474853516
1272,10.852277755737305
1273,14.872394561767578
1274,16.79628562927246
1275,17.76374626159668
1276,20.475444793701172
1277,16.873579025268555
1278,19.295969009399414
1279,8.988080024719238
1280,18.121389389038086
1281,16.542457580566406
1282,15.01369857788086
1283,15.738470077514648
1284,16.929960250854492
1285,12.752828598022461
1286,14.408093452453613
1287,14.330151557922363
1288,16.339868545532227
1289,15.782299995422363
1290,14.762386322021484
1291,16.984878540039062
1292,20.162927627563477
1293,20.39937973022461
1294,14.181535720825195
1295,12.736001014709473
1296,18.802139282226562
1297,15.16762924194336
1298,12.663887023925781
1299,17.224245071411133
1300,17.866344451904297
1301,11.910175323486328
1302,10.003173828125
1303,19.509523391723633
1304,16.591304779052734
1305,15.870424270629883
1306,14.718320846557617
1307,18.677398681640625
1308,13.346190452575684
1309,16.97675895690918
1310,15.499359130859375
1311,14.203150749206543
1312,18.960676193237305
1313,15.386091232299805
1314,16.656347274780273
1315,12.944681167602539
1316,13.371590614318848
1317,14.032394409179688
1318,15.08840274810791
1319,15.864847183227539
1320,15.536044120788574
1321,13.888548851013184
1322,14.515555381774902
1323,17.708511352539062
1324,17.36378288269043
1325,15.96681022644043
1326,12.491106033325195
1327,18.72263526916504
1328,14.709892272949219
1329,18.178964614868164
1330,13.960396766662598
1331,16.330612182617188
1332,13.762954711914062
1333,15.463349342346191
1334,19.1776065826416
1335,19.41586685180664
1336,18.706811904907227
1337,13.056598663330078
1338,17.311525344848633
1339,19.7307071685791
1340,14.346659660339355
1341,16.280086517333984
1342,14.997180938720703
1343,18.172199249267578
1344,14.059879302978516
1345,12.149810791015625
1346,17.327302932739258
1347,18.792396545410156
1348,17.86040496826172
1349,15.445881843566895
1350,14.478891372680664
1351,17.384225845336914
1352,16.746562957763672
1353,16.851987838745117
1354,12.929469108581543
1355,17.120981216430664
1356,14.69227409362793
1357,14.294281005859375
1358,17.373655319213867
1359,17.36475944519043
1360,20.63475227355957
1361,15.723150253295898
