,avg_scores,max_scores
0,-0.7730968594551086,-0.7730968594551086
1,-0.05246488768607378,3.788085699081421
2,0.5126606369391083,4.789031028747559
3,0.8467378607019782,6.016814231872559
4,1.6831168744713068,5.78756046295166
5,2.036798013187945,6.026884078979492
6,2.3028573893010615,6.695563316345215
7,3.122806316614151,7.379354000091553
8,4.462607632577419,9.827384948730469
9,5.3004918694496155,9.674275398254395
10,5.872103795409203,10.339494705200195
11,7.167705804109573,11.808262825012207
12,9.184638094902038,13.72912311553955
13,9.054716283082962,16.242944717407227
14,9.481582516431809,14.869681358337402
15,10.799500280618668,18.17438316345215
16,10.963481390476227,16.703296661376953
17,12.886930322647094,19.112483978271484
18,13.51313624382019,22.107236862182617
19,13.701589906215668,25.297286987304688
20,14.703030991554261,19.818309783935547
21,14.968098783493042,19.768949508666992
22,15.500254440307618,22.298044204711914
23,14.900714802742005,25.766674041748047
24,17.60865912437439,23.791648864746094
25,17.752266478538512,24.968957901000977
26,19.96186234951019,26.99098777770996
27,21.118651509284973,30.795534133911133
28,21.623019576072693,31.271211624145508
29,22.97779998779297,31.395978927612305
30,23.08279230594635,30.869924545288086
31,24.680584573745726,33.351341247558594
32,25.728388118743897,34.31818771362305
33,26.990100622177124,34.40367889404297
34,26.601510334014893,37.81375503540039
35,28.637918186187743,33.35597610473633
36,28.204942607879637,36.12270736694336
37,30.306569814682007,37.60111999511719
38,31.45856304168701,39.62611770629883
39,31.614863538742064,39.14798355102539
40,31.594904470443726,42.187599182128906
41,32.960394048690794,41.77241897583008
42,33.269084739685056,42.25935363769531
43,35.78316826820374,43.784889221191406
44,34.914626598358154,41.790016174316406
45,35.522435665130615,44.1812744140625
46,35.17219967842102,47.69878387451172
47,37.065389204025266,43.83440399169922
48,37.99901399612427,44.37728500366211
49,38.55767288208008,46.321937561035156
50,38.84648756980896,45.643680572509766
51,40.16445889472961,47.37748718261719
52,41.24992084503174,49.671844482421875
53,41.53861904144287,48.82891845703125
54,42.61460995674133,49.02226638793945
55,45.548156547546384,54.18571090698242
56,44.12442684173584,51.97433853149414
57,46.02758731842041,53.18275451660156
58,45.756644344329835,52.921119689941406
59,44.91181726455689,53.208106994628906
60,45.80916013717651,52.94334030151367
61,46.49284114837646,52.32002258300781
62,46.076189041137695,51.901885986328125
63,46.20920419692993,52.73346710205078
64,45.163906288146975,54.7955322265625
65,45.146256065368654,55.38578796386719
66,45.52252063751221,54.10028076171875
67,46.01250324249268,56.327308654785156
68,45.90279407501221,51.10565948486328
69,47.66822681427002,54.3117561340332
70,48.94771327972412,55.3221435546875
71,48.866795444488524,55.71726989746094
72,48.925101089477536,56.36858367919922
73,48.39469137191772,60.31142807006836
74,51.47640943527222,58.65095901489258
75,52.10429782867432,60.594322204589844
76,52.89863758087158,60.091976165771484
77,51.67843360900879,58.47000503540039
78,54.09985952377319,60.807655334472656
79,54.34902830123902,63.67280197143555
80,55.5643084526062,63.56877899169922
81,57.54080772399902,65.84527587890625
82,56.4970025062561,63.12062454223633
83,57.044882488250735,65.97913360595703
84,56.49970655441284,64.75162506103516
85,56.83891534805298,64.26307678222656
86,57.57259540557861,68.07958984375
87,58.742872047424314,64.5147933959961
88,58.30057239532471,66.11575317382812
89,59.83891763687134,66.56407928466797
90,60.43717613220215,69.82292938232422
91,61.32074089050293,69.85063934326172
92,60.957910251617434,72.06095123291016
93,62.53129482269287,71.46632385253906
94,63.331639003753665,72.43804168701172
95,64.23580284118653,73.59056091308594
96,64.12994546890259,71.88568878173828
97,61.85261297225952,69.79033660888672
98,62.29909496307373,72.4160385131836
99,62.50321445465088,70.80294036865234
