,avg_scores,max_scores
0,-0.7584808468818665,-0.7584808468818665
1,-0.5965637790039182,0.9757067561149597
2,-0.41400764770805837,1.2780574560165405
3,-0.11709087705239654,1.7955200672149658
4,-0.16850782809779047,1.0953882932662964
5,-0.2256573114544153,2.3189914226531982
6,-0.14379963194951415,1.2288161516189575
7,-0.10125317554920912,1.07122004032135
8,-0.09106299877166749,1.4644694328308105
9,0.0280545468442142,1.554596185684204
10,-0.13962973062880338,0.6184230446815491
11,0.053194442111998794,1.3823059797286987
12,0.3885007129982114,2.5718111991882324
13,0.7328454595990479,2.14628529548645
14,0.6288647443056107,3.546518564224243
15,0.9167654788121581,2.5985970497131348
16,0.9965562835335732,3.105556011199951
17,1.148339767381549,3.071286201477051
18,1.4466721541248262,3.043821096420288
19,2.061344064772129,6.979974269866943
20,2.1753498047590254,5.376528263092041
21,2.35783674120903,4.622998237609863
22,2.655342920124531,6.421875476837158
23,3.548019164055586,7.298191070556641
24,3.4839720904827116,7.411463737487793
25,4.29010922908783,8.45047664642334
26,5.726252181828022,8.950684547424316
27,5.588601362705231,9.66837215423584
28,5.658873420953751,9.26773452758789
29,5.768763507902622,9.241520881652832
30,6.545746728777885,9.547493934631348
31,6.767718726396561,9.379727363586426
32,7.164592504501343,9.4613618850708
33,7.906591087579727,9.462294578552246
34,8.353115904331208,9.839526176452637
35,8.098152875900269,9.847604751586914
36,8.463933277130128,10.088913917541504
37,8.43290617465973,10.126516342163086
38,8.475955986976624,10.289468765258789
39,8.375907838344574,10.121419906616211
40,8.793831992149354,9.973283767700195
41,8.99221886396408,9.954269409179688
42,8.95677478313446,10.149792671203613
43,8.644697684049607,10.003222465515137
44,9.078484410047531,10.32416820526123
45,8.789462247490883,10.292171478271484
46,8.644838356971741,10.182456016540527
47,9.308009207248688,10.33935260772705
48,9.276415371894837,10.310406684875488
49,9.420125424861908,10.587085723876953
50,8.921411079168319,10.643052101135254
51,8.97661327123642,10.524104118347168
52,9.367624044418335,10.377538681030273
53,9.161128556728363,10.52940559387207
54,9.453976941108703,10.750676155090332
55,9.343909388780594,10.632919311523438
56,9.16737129688263,10.573921203613281
57,9.12259332537651,10.394384384155273
58,9.106217861175537,10.529351234436035
59,9.341006338596344,10.827596664428711
60,8.927151185274123,10.519128799438477
61,9.743044841289521,10.781235694885254
62,9.75963898897171,10.73330020904541
63,9.631794822216033,10.79978084564209
64,9.553164005279541,10.783119201660156
65,9.567867243289948,10.762493133544922
66,9.668476164340973,10.741164207458496
67,9.665276634693146,10.966022491455078
68,9.542869663238525,10.644887924194336
69,9.41096751689911,10.709473609924316
70,9.414135587215423,10.978636741638184
71,9.496249771118164,10.873942375183105
72,9.732275998592376,10.997735023498535
73,9.489080238342286,10.875810623168945
74,9.608132994174957,10.733746528625488
75,9.754197335243225,10.910881042480469
76,9.836371755599975,10.921228408813477
77,9.991624188423156,10.85157299041748
78,9.655064475536346,11.014851570129395
79,9.751516163349152,10.931405067443848
80,9.48585153222084,10.886096000671387
81,9.918862915039062,10.957895278930664
82,9.868245947360993,10.893280029296875
83,9.878130173683166,10.9042387008667
84,9.809208607673645,11.028778076171875
85,9.790095043182372,11.316549301147461
86,9.826541781425476,10.983692169189453
87,10.008289813995361,11.441033363342285
88,10.077303993701936,11.158202171325684
89,10.07187453508377,10.794473648071289
90,9.360651588439941,10.974237442016602
91,9.679704570770264,11.085866928100586
92,9.66302695274353,11.361723899841309
93,10.058576667308808,10.956717491149902
94,10.05943250656128,11.03239631652832
95,9.718875366449357,11.053398132324219
96,9.339216065406799,10.99160099029541
97,10.183463716506958,10.877120018005371
98,9.933614313602448,10.895589828491211
99,10.287391853332519,10.887035369873047
