,nature_scores
587,21.40882110595703
588,8.306534767150879
589,18.947471618652344
590,15.396402359008789
591,20.83439064025879
592,6.31844425201416
593,14.375513076782227
594,13.574895858764648
595,14.963769912719727
596,4.422685146331787
597,24.631576538085938
598,4.138284683227539
599,23.283536911010742
600,16.695520401000977
601,20.577131271362305
602,9.936541557312012
603,5.852143287658691
604,20.429508209228516
605,13.820292472839355
606,20.45789337158203
607,26.229398727416992
608,25.20063018798828
609,21.60469627380371
610,19.496084213256836
611,24.321317672729492
612,20.136812210083008
613,14.096758842468262
614,23.0321102142334
615,24.149532318115234
616,32.66731262207031
617,28.180355072021484
618,22.602481842041016
619,16.793964385986328
620,14.546507835388184
621,19.741607666015625
622,17.228601455688477
623,22.970239639282227
624,27.917566299438477
625,17.440855026245117
626,5.2961320877075195
627,23.401241302490234
628,13.149884223937988
629,9.797523498535156
630,20.212953567504883
631,18.49936294555664
632,15.74777603149414
633,11.121856689453125
634,12.436291694641113
635,12.705209732055664
636,13.859597206115723
637,6.255906581878662
638,15.400395393371582
639,13.525113105773926
640,17.185176849365234
641,19.703651428222656
642,8.942875862121582
643,24.731462478637695
644,16.868188858032227
645,18.544353485107422
646,20.61286163330078
647,5.340187072753906
648,15.994214057922363
649,18.32020378112793
650,13.864306449890137
651,19.206724166870117
652,28.21065902709961
653,15.293850898742676
654,25.552858352661133
655,11.179512023925781
656,18.73897933959961
657,9.734865188598633
658,11.655604362487793
659,21.28599739074707
660,30.992860794067383
661,12.316999435424805
662,24.223649978637695
663,24.800256729125977
664,24.72420883178711
665,26.935314178466797
666,26.29763412475586
667,14.771501541137695
668,21.73686408996582
669,18.278688430786133
670,13.994470596313477
671,18.495088577270508
672,16.57870864868164
673,21.140501022338867
674,11.27589225769043
675,17.462026596069336
676,24.438243865966797
677,9.138728141784668
678,15.660399436950684
679,11.135189056396484
680,15.731167793273926
681,6.719688415527344
682,13.064448356628418
683,14.038546562194824
684,20.13688850402832
685,9.13845443725586
686,21.432619094848633
687,22.171405792236328
688,18.26482391357422
689,17.609376907348633
690,25.787858963012695
691,21.236085891723633
692,14.366610527038574
693,20.403470993041992
694,19.132043838500977
695,22.811931610107422
696,28.381832122802734
697,16.834762573242188
698,14.201825141906738
699,18.978559494018555
700,19.541414260864258
701,17.472991943359375
702,2.3595197200775146
703,12.29495906829834
704,11.764732360839844
705,27.766191482543945
706,13.404592514038086
707,19.944629669189453
708,21.472074508666992
709,12.059332847595215
710,4.353259086608887
711,15.33504867553711
712,21.447275161743164
713,13.4624605178833
714,22.355798721313477
715,23.494895935058594
716,28.405895233154297
717,14.504135131835938
718,26.009016036987305
719,14.578482627868652
720,22.376020431518555
721,11.248826026916504
722,26.076723098754883
723,18.157304763793945
724,28.0703067779541
725,23.03917121887207
726,25.091506958007812
727,11.343299865722656
728,11.116421699523926
729,20.248687744140625
730,17.788713455200195
731,27.309480667114258
732,18.148767471313477
733,9.739950180053711
734,21.97715187072754
735,21.569856643676758
736,20.940996170043945
737,10.150943756103516
738,13.879602432250977
739,22.7239933013916
740,7.155653476715088
741,28.233930587768555
742,19.594606399536133
743,29.538827896118164
744,14.12714672088623
745,9.170276641845703
746,20.928743362426758
747,15.9635648727417
748,22.49660301208496
749,13.693700790405273
750,14.943613052368164
751,11.7970609664917
752,20.950008392333984
753,15.109228134155273
754,15.663018226623535
755,14.531152725219727
756,12.628582954406738
757,26.71832847595215
758,10.340435981750488
759,13.967424392700195
760,14.45191764831543
761,13.928786277770996
762,19.03002166748047
763,7.655938148498535
764,22.50296974182129
765,17.15906524658203
766,24.085676193237305
767,14.31702709197998
768,16.022647857666016
769,18.443384170532227
770,23.292062759399414
771,26.539905548095703
772,4.473463535308838
773,31.107728958129883
774,10.866499900817871
775,8.364706993103027
776,18.57481575012207
777,20.56376075744629
778,11.426554679870605
779,7.271442413330078
780,11.170446395874023
781,31.516111373901367
782,29.238252639770508
783,17.18874740600586
784,10.845070838928223
785,24.919204711914062
786,23.259740829467773
787,12.534217834472656
788,19.843542098999023
789,25.1189022064209
790,18.27766990661621
791,12.524535179138184
792,21.92144203186035
793,16.94109344482422
794,16.802143096923828
795,25.283159255981445
796,31.529071807861328
797,17.298851013183594
798,11.965232849121094
799,20.707843780517578
800,14.686996459960938
801,15.22214412689209
802,10.010754585266113
803,7.984103202819824
804,18.43442153930664
805,32.7692756652832
806,25.920269012451172
807,21.700651168823242
808,21.545373916625977
809,32.35901641845703
810,16.692607879638672
811,19.961185455322266
812,21.192665100097656
813,8.467293739318848
814,14.435114860534668
815,15.970995903015137
816,25.49327278137207
817,8.017168045043945
818,16.393224716186523
819,17.539464950561523
820,21.82463836669922
821,12.48865795135498
822,17.294267654418945
823,21.266204833984375
824,16.390913009643555
825,21.298583984375
826,15.20015811920166
827,9.559514045715332
828,19.987375259399414
829,12.608457565307617
830,21.81001853942871
831,16.90108299255371
832,18.45502281188965
833,24.519054412841797
834,13.021804809570312
835,28.45457649230957
836,16.316144943237305
837,24.470556259155273
838,11.932808876037598
839,15.910416603088379
840,11.434820175170898
841,11.138476371765137
842,28.853784561157227
843,23.241609573364258
844,23.94183349609375
845,25.51050567626953
846,25.691774368286133
847,12.045639038085938
848,17.414350509643555
849,24.069259643554688
850,12.745098114013672
851,15.332501411437988
852,16.861360549926758
853,14.0023832321167
854,8.9982328414917
855,16.746585845947266
856,7.125935077667236
857,0.6844849586486816
858,17.597370147705078
859,12.741747856140137
860,23.569917678833008
861,20.7038516998291
862,16.010860443115234
863,19.02632713317871
864,19.231029510498047
865,18.007369995117188
866,16.09935760498047
867,30.089540481567383
868,25.49941062927246
869,14.317020416259766
870,31.28944969177246
871,15.511235237121582
872,17.302513122558594
873,26.913604736328125
874,19.755922317504883
875,22.2905216217041
876,18.59650421142578
877,22.0968017578125
878,19.473533630371094
879,6.978183269500732
880,27.167282104492188
881,10.995969772338867
882,15.532893180847168
883,32.27748107910156
884,21.879945755004883
885,22.90093994140625
886,9.575551986694336
887,25.083375930786133
888,8.88524341583252
889,21.073957443237305
890,20.373384475708008
891,18.886449813842773
892,10.344383239746094
893,14.470728874206543
894,23.2812557220459
895,26.210391998291016
896,8.567776679992676
897,10.099228858947754
898,33.7740592956543
899,16.83976173400879
900,26.90410041809082
901,25.352144241333008
902,4.70745325088501
903,19.37328338623047
904,8.351402282714844
905,25.537643432617188
906,12.666767120361328
907,11.353926658630371
908,21.356853485107422
909,12.349153518676758
910,27.87531852722168
911,19.235008239746094
912,0.19297905266284943
913,15.022286415100098
914,17.912019729614258
915,19.6539306640625
916,9.189372062683105
917,15.63839054107666
918,24.920087814331055
919,24.944257736206055
920,27.50710678100586
921,19.784645080566406
922,25.659122467041016
923,11.46130084991455
924,15.495829582214355
925,13.600138664245605
926,11.276175498962402
